25,1,2,1.25,75,1,209.3561360836029,Truck,0,21,24,18,20,13,4,10,15,0,Drones,0-3-21,0-12-21,4-5-10,4-6-10,10-11-15,10-19-15,15-7-0,15-8-0,18-9-20,18-14-20,20-2-13,20-16-13,21-1-24,21-17-24,24-22-18,24-23-18
25,1,2,1.5,30,1,2.060492753982544,Truck,0,10,2,24,14,15,4,9,19,7,21,1,17,8,5,13,22,0,Drones,0-6-10,0-23-10,4-20-9,5-3-13,5-11-13,7-16-21,9-18-19,13-12-22
25,1,2,1.5,45,1,9.465039730072021,Truck,0,24,14,3,6,19,4,9,22,20,13,0,Drones,0-8-24,3-16-6,3-18-6,4-11-9,6-5-19,6-15-19,13-10-0,14-1-3,14-21-3,19-7-4,19-12-4,22-23-20,24-2-14,24-17-14
25,1,2,1.5,60,1,31.021696090698242,Truck,0,17,15,22,18,5,20,23,21,0,Drones,0-8-17,0-14-17,5-9-20,15-1-22,15-7-22,17-12-15,18-3-5,18-16-5,20-19-23,20-24-23,21-6-0,21-13-0,22-4-18,22-10-18,23-2-21,23-11-21
25,1,2,1.5,75,1,90.78911709785461,Truck,0,17,16,11,10,13,12,20,7,0,Drones,7-2-0,7-3-0,10-9-13,10-24-13,11-5-10,11-8-10,12-18-20,12-22-20,13-4-12,13-19-12,16-14-11,16-15-11,17-1-16,17-21-16,20-6-7,20-23-7
25,1,2,1.75,30,1,1.815690040588379,Truck,0,22,3,16,1,5,20,23,11,4,10,9,19,14,7,17,6,18,0,Drones,0-2-22,3-15-16,3-21-16,5-24-20,18-8-0,18-13-0,20-12-23
25,1,2,1.75,45,1,109.33237195014954,Truck,0,8,7,10,11,20,21,3,23,16,2,5,14,12,24,1,0,Drones,1-19-0,7-6-10,7-15-10,11-17-20,11-18-20,16-22-2,23-13-16,24-4-1,24-9-1
25,1,2,1.75,60,1,11.438645839691162,Truck,0,10,8,15,11,13,16,5,9,0,Drones,0-12-10,0-23-10,5-1-9,8-18-15,8-20-15,9-14-0,9-19-0,10-3-8,10-22-8,11-2-13,11-24-13,13-17-16,15-6-11,15-7-11,16-4-5,16-21-5
25,1,2,1.75,75,1,89.02238726615906,Truck,0,22,23,5,16,13,10,18,20,0,Drones,5-1-16,5-19-16,10-17-18,10-24-18,13-4-10,13-15-10,16-6-13,16-9-13,18-7-20,18-11-20,20-12-0,20-21-0,22-2-23,22-8-23,23-3-5,23-14-5
25,1,3,1.0,30,1,3.8950860500335693,Truck,0,24,12,5,2,23,11,3,9,17,22,7,19,18,6,20,13,15,10,0,Drones,5-8-2,5-21-2,19-1-18,19-14-18,19-16-18,23-4-11
25,1,3,1.0,45,1,9.734525918960571,Truck,0,20,14,4,24,8,6,9,3,15,16,12,2,5,0,Drones,2-18-5,2-23-5,4-1-24,4-13-24,5-7-0,5-11-0,5-19-0,12-10-2,12-21-2,12-22-2,14-17-4
25,1,3,1.0,60,1,12.444049835205078,Truck,0,16,17,14,11,5,23,4,21,0,Drones,0-6-16,0-8-16,0-10-16,4-2-21,4-18-21,4-20-21,11-3-5,11-12-5,11-19-5,14-1-11,14-7-11,14-13-11,16-24-17,21-9-0,21-15-0,21-22-0
25,1,3,1.0,75,1,93.21899700164795,Truck,0,21,16,8,2,3,23,0,Drones,2-6-3,2-11-3,2-22-3,3-1-23,3-14-23,3-19-23,8-10-2,8-17-2,8-24-2,16-5-8,16-7-8,16-9-8,21-4-16,21-13-16,21-15-16,23-12-0,23-18-0,23-20-0
25,1,3,1.25,30,1,136.6501898765564,Truck,0,10,20,12,5,9,16,23,8,21,24,22,4,17,2,7,18,14,11,0,Drones,2-3-7,2-13-7,4-6-17,4-15-17,4-19-17,16-1-23
25,1,3,1.25,45,1,59.75667190551758,Truck,0,22,17,16,18,7,6,3,5,9,0,Drones,0-13-22,0-21-22,0-24-22,3-19-5,7-11-6,9-14-0,16-1-18,16-10-18,16-23-18,17-2-16,17-8-16,17-20-16,18-4-7,18-12-7,18-15-7
25,1,3,1.25,60,1,102.26049995422363,Truck,0,16,8,7,18,24,5,11,14,6,9,13,0,Drones,7-20-18,8-3-7,8-21-7,8-23-7,9-2-13,9-10-13,9-17-13,11-1-14,11-12-14,11-19-14,13-22-0,14-15-6,16-4-8
25,1,3,1.25,75,1,132.47674298286438,Truck,0,3,8,10,5,22,19,0,Drones,0-2-3,0-11-3,0-16-3,3-9-8,3-18-8,3-24-8,5-1-22,5-13-22,8-20-10,10-12-5,10-14-5,10-17-5,19-4-0,19-6-0,19-15-0,22-7-19,22-21-19,22-23-19
25,1,3,1.5,30,1,8.767712116241455,Truck,0,23,19,3,11,6,18,4,9,14,12,7,24,16,15,5,0,Drones,0-22-23,4-10-9,4-17-9,18-8-4,23-2-19,23-21-19,24-1-16,24-13-16,24-20-16
25,1,3,1.5,45,1,66.69729685783386,Truck,0,24,3,8,9,7,19,21,5,20,16,15,17,13,0,Drones,5-22-20,9-14-7,15-6-17,15-11-17,17-2-13,17-4-13,17-10-13,20-12-16,20-18-16,20-23-16,21-1-5
25,1,3,1.5,60,1,79.20605373382568,Truck,0,23,3,12,10,9,6,1,0,Drones,0-7-23,0-14-23,0-16-23,1-21-0,6-8-1,6-17-1,6-19-1,9-4-6,9-15-6,9-24-6,10-11-9,10-20-9,12-2-10,12-22-10,23-5-3,23-13-3,23-18-3
25,1,3,1.5,75,1,77.36064100265503,Truck,0,2,11,9,22,15,12,0,Drones,0-5-2,0-19-2,0-23-2,2-14-11,2-17-11,2-24-11,9-1-22,9-7-22,9-21-22,11-3-9,11-4-9,11-20-9,12-6-0,12-13-0,12-16-0,15-18-12,22-8-15,22-10-15
25,1,3,1.75,30,1,11.415523052215576,Truck,0,18,10,16,12,21,11,3,23,7,13,14,20,8,17,5,9,24,22,0,Drones,3-19-23,16-2-12,16-4-12,21-15-11,24-1-22,24-6-22
25,1,3,1.75,45,1,64.6475818157196,Truck,0,1,20,7,10,3,13,17,14,5,6,23,2,0,Drones,0-4-1,0-11-1,0-19-1,1-9-20,1-12-20,3-18-13,3-21-13,3-22-13,10-24-3,20-8-7,20-15-7,23-16-2
25,1,3,1.75,60,1,5876.458467960358,Truck,0,1,4,13,17,22,21,24,19,0,Drones,0-6-1,0-15-1,0-18-1,13-2-17,17-8-22,17-10-22,17-20-22,19-5-0,21-3-24,21-16-24,21-23-24,22-11-21,22-12-21,24-7-19,24-9-19,24-14-19
25,1,3,1.75,75,1,359.73069405555725,Truck,0,3,20,8,23,21,17,0,Drones,3-13-20,3-15-20,3-16-20,8-5-23,8-12-23,8-14-23,17-2-0,17-10-0,17-11-0,20-4-8,20-19-8,20-22-8,21-1-17,21-6-17,21-7-17,23-9-21,23-18-21,23-24-21
